gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000197971	0.752754362	1.79e-40	AC	Ast	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	1.648680474	1.75e-09	AC	OPC	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	1.577745454	0.020654537	AC	MG	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	1.37064766	2.63e-276	CN	Neu	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	0.790031673	1.35e-10	CN	OD	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	0.751840075	2.63e-35	CN	Ast	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	1.803499407	5.61e-17	CN	OPC	MBP	myelin basic protein	18	76978827	77133683
ENSG00000197971	1.134429109	0.014753815	CN	MG	MBP	myelin basic protein	18	76978827	77133683
ENSG00000198039	0.936267359	6e-173	CN	Ast	ZNF273	zinc finger protein 273	7	64870172	64930966
ENSG00000198162	1.187916334	7.06e-149	AC	Ex	MAN1A2	mannosidase alpha class 1A member 2	1	117367449	117528872
ENSG00000198162	0.845734452	3.73e-12	CN	OD	MAN1A2	mannosidase alpha class 1A member 2	1	117367449	117528872
ENSG00000198162	0.939065046	1.67e-102	CN	Ast	MAN1A2	mannosidase alpha class 1A member 2	1	117367449	117528872
ENSG00000198171	-0.800955617	2.38e-10	CN	Ast	DDRGK1	DDRGK domain containing 1	20	3190350	3204685
ENSG00000198216	0.992670455	3.16e-123	AC	Ex	CACNA1E	calcium voltage-gated channel subunit alpha1 E	1	181317690	181808084
ENSG00000198216	1.133366979	5.62e-219	CN	Ast	CACNA1E	calcium voltage-gated channel subunit alpha1 E	1	181317690	181808084
ENSG00000198265	0.696266294	1.59e-09	CN	OD	HELZ	helicase with zinc finger	17	67070444	67245989
ENSG00000198265	0.904296484	2.82e-11	CB	In	HELZ	helicase with zinc finger	17	67070444	67245989
ENSG00000198363	1.142021257	1.83e-23	CN	OD	ASPH	aspartate beta-hydroxylase	8	61500556	61714640
ENSG00000198363	0.846304406	1.75e-30	CN	In	ASPH	aspartate beta-hydroxylase	8	61500556	61714640
ENSG00000198363	0.779275702	1.38e-192	CB	Neu	ASPH	aspartate beta-hydroxylase	8	61500556	61714640
ENSG00000198417	2.576477393	5.37e-92	AC	OD	MT1F	metallothionein 1F	16	56657731	56660698
ENSG00000198417	2.324129194	1.01e-113	CN	In	MT1F	metallothionein 1F	16	56657731	56660698
ENSG00000198563	-0.87960743	3.2e-09	CN	Ast	DDX39B	DExD-box helicase 39B	6	31530219	31542448
ENSG00000198576	-1.229365594	6.85e-27	AC	Ex	ARC	activity regulated cytoskeleton associated protein	8	142611049	142614479
ENSG00000198625	0.787260853	7.08e-71	AC	Ex	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	0.776126322	2.4e-38	AC	Ast	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.422524337	0.007544538	AC	MG	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.633187372	7.8e-118	CN	Neu	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.215637034	3.36e-28	CN	OD	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.141203335	1.07e-165	CN	Ast	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.28567269	4.16e-54	CN	In	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	0.893144304	0.009380599	CN	OPC	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.594144778	0.000937174	CN	MG	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.458037854	5.28e-27	CB	In	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.332648862	8.2e-10	CB	Ast	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198625	1.41690112	1.08e-06	CB	OD	MDM4	MDM4 regulator of p53	1	204516379	204558120
ENSG00000198682	-1.482111739	7.85e-67	AC	Ex	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	10	87659613	87747705
ENSG00000198700	0.863177462	6.52e-104	AC	Ex	IPO9	importin 9	1	201829149	201884291
ENSG00000198712	-1.463271728	1.64e-10	AC	In	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-2.015775091	4.19e-26	AC	OD	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-1.432640629	0.000384184	AC	OPC	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-2.039968683	2.24e-75	CN	Neu	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-1.384772239	2.07e-24	CN	In	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-1.234518822	8.54e-276	CB	Neu	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198712	-1.005587428	4.8e-14	CB	In	MT-CO2	cytochrome c oxidase subunit II	MT	7586	8269
ENSG00000198727	0.750276751	1.32e-42	AC	Ast	MT-CYB	cytochrome b	MT	14747	15887
ENSG00000198755	-0.695697095	7e-18	AC	Ast	RPL10A	ribosomal protein L10a	6	35468401	35470785
ENSG00000198755	-0.931295574	0.00032881	CN	Neu	RPL10A	ribosomal protein L10a	6	35468401	35470785
ENSG00000198755	-0.710755686	1.11e-11	CN	Ast	RPL10A	ribosomal protein L10a	6	35468401	35470785
ENSG00000198763	-0.868121021	4.42e-10	CN	Neu	MT-ND2	MTND2	MT	4470	5511
ENSG00000198763	1.076749142	0.023542886	CB	OD	MT-ND2	MTND2	MT	4470	5511
ENSG00000198804	-0.86240603	4.2e-16	AC	Ex	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.855977529	1.1e-07	AC	In	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.212164009	0.01887702	AC	Ast	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.941089645	1.28e-20	AC	OD	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.891413837	0.007889458	AC	OPC	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.43105427	2.8e-28	CN	Neu	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.346141558	9.64e-06	CN	OD	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.173796382	2.5e-13	CN	In	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.168978075	9.39e-272	CB	Neu	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198804	-1.170268506	1.15e-15	CB	In	MT-CO1	cytochrome c oxidase subunit I	MT	5904	7445
ENSG00000198822	-0.849931457	4.87e-28	AC	Ex	GRM3	glutamate metabotropic receptor 3	7	86643914	86864884
ENSG00000198822	-1.159961007	4.92e-15	CN	In	GRM3	glutamate metabotropic receptor 3	7	86643914	86864884
ENSG00000198832	0.726374552	1.69e-144	CB	Neu	SELENOM	selenoprotein M	22	31104772	31120069
ENSG00000198832	0.840490267	1.95e-05	CB	Ast	SELENOM	selenoprotein M	22	31104772	31120069
ENSG00000198832	1.276089211	0.000723995	CB	OD	SELENOM	selenoprotein M	22	31104772	31120069
ENSG00000198838	1.139695339	1.43e-19	AC	OD	RYR3	ryanodine receptor 3	15	33310945	33866121
ENSG00000198838	1.81462076	8.46e-13	CB	Ast	RYR3	ryanodine receptor 3	15	33310945	33866121
ENSG00000198840	0.740087366	2.7e-40	AC	Ex	MT-ND3	NADH dehydrogenase, subunit 3 (complex I)	MT	10059	10404
ENSG00000198840	1.554714099	3.38e-08	CB	OD	MT-ND3	NADH dehydrogenase, subunit 3 (complex I)	MT	10059	10404
ENSG00000198886	-1.415466782	4.25e-07	AC	In	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	-1.490259363	1.79e-09	AC	OD	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	-1.306393523	0.000770395	AC	OPC	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	-1.568939705	2.31e-35	CN	Neu	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	0.926333027	5.65e-32	CN	Ast	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	-1.129037866	5.41e-13	CN	In	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198886	0.882394723	7.36e-05	CB	OD	MT-ND4	NADH dehydrogenase, subunit 4 (complex I)	MT	10760	12137
ENSG00000198899	-1.243011497	6.08e-05	AC	OD	MT-ATP6	ATP synthase F0 subunit 6	MT	8527	9207
ENSG00000198899	-1.235824039	4.08e-18	CN	Neu	MT-ATP6	ATP synthase F0 subunit 6	MT	8527	9207
ENSG00000198899	-1.222884469	1.92e-14	CN	In	MT-ATP6	ATP synthase F0 subunit 6	MT	8527	9207
ENSG00000198899	0.95081316	0.004985484	CB	OD	MT-ATP6	ATP synthase F0 subunit 6	MT	8527	9207
ENSG00000198910	-0.771084429	4.76e-30	AC	Ex	L1CAM	L1 cell adhesion molecule	X	153861514	153886173
ENSG00000198911	-1.340093584	1.27e-14	AC	OD	SREBF2	sterol regulatory element binding transcription factor 2	22	41833079	41907307
ENSG00000198911	-0.739515406	0.000683428	CN	Ast	SREBF2	sterol regulatory element binding transcription factor 2	22	41833079	41907307
ENSG00000198938	-1.847180067	1.71e-16	AC	In	MT-CO3	cytochrome c oxidase III	MT	9207	9990
ENSG00000198938	-1.675872474	1.76e-19	AC	OD	MT-CO3	cytochrome c oxidase III	MT	9207	9990
ENSG00000198938	-1.351154329	3.95e-07	AC	OPC	MT-CO3	cytochrome c oxidase III	MT	9207	9990
ENSG00000198938	-1.553553669	1.89e-40	CN	Neu	MT-CO3	cytochrome c oxidase III	MT	9207	9990
ENSG00000198938	-1.108439425	3.11e-15	CN	In	MT-CO3	cytochrome c oxidase III	MT	9207	9990
ENSG00000203485	1.91586526	2.27e-19	AC	In	INF2	inverted formin, FH2 and WH2 domain containing	14	104689606	104722535
ENSG00000203485	2.108928476	2e-151	CN	Neu	INF2	inverted formin, FH2 and WH2 domain containing	14	104689606	104722535
ENSG00000203485	1.41246423	0	CN	Ast	INF2	inverted formin, FH2 and WH2 domain containing	14	104689606	104722535
ENSG00000203880	-0.883714582	2.54e-06	CB	In	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	20	64255695	64287821
ENSG00000204099	-1.723646599	0.00841963	CN	OPC	NEU4	neuraminidase 4	2	241808825	241817413
ENSG00000204217	1.221389214	4.62e-27	CN	OD	BMPR2	bone morphogenetic protein receptor type 2	2	202376327	202567751
ENSG00000204217	0.761276094	8.93e-94	CN	Ast	BMPR2	bone morphogenetic protein receptor type 2	2	202376327	202567751
ENSG00000204217	0.985775745	4.31e-12	CB	In	BMPR2	bone morphogenetic protein receptor type 2	2	202376327	202567751
ENSG00000204248	-1.177938705	8.49e-10	CN	Neu	COL11A2	collagen type XI alpha 2 chain	6	33162681	33192499
ENSG00000204316	-0.942214949	5.37e-33	AC	Ex	MRPL38	mitochondrial ribosomal protein L38	17	75898643	75905413
ENSG00000204406	0.978270038	1.12e-123	AC	Ex	MBD5	methyl-CpG binding domain protein 5	2	148021011	148516971
ENSG00000204406	1.242062335	2.16e-30	CN	OD	MBD5	methyl-CpG binding domain protein 5	2	148021011	148516971
ENSG00000204406	1.412768797	0	CN	Ast	MBD5	methyl-CpG binding domain protein 5	2	148021011	148516971
ENSG00000204427	-1.145686159	2.63e-14	CN	Ast	ABHD16A	abhydrolase domain containing 16A	6	31686955	31703356
ENSG00000204442	1.160304636	2.7e-158	AC	Ex	FAM155A	family with sequence similarity 155 member A	13	107163510	107867496
ENSG00000204442	1.529754575	4.78e-22	CB	In	FAM155A	family with sequence similarity 155 member A	13	107163510	107867496
ENSG00000204482	1.006251521	0.038407829	AC	MG	LST1	leukocyte specific transcript 1	6	31586124	31588909
ENSG00000204580	-1.099002938	0.022815084	AC	In	DDR1	discoidin domain receptor tyrosine kinase 1	6	30876421	30900156
ENSG00000204599	-1.318533418	2.22e-05	CN	OD	TRIM39	tripartite motif containing 39	6	30326479	30343729
ENSG00000204599	-1.258540153	1.07e-20	CN	Ast	TRIM39	tripartite motif containing 39	6	30326479	30343729
ENSG00000204655	-1.017983096	2.97e-33	CN	Neu	MOG	myelin oligodendrocyte glycoprotein	6	29657002	29672372
ENSG00000204655	-0.87067556	0.008327933	CB	OD	MOG	myelin oligodendrocyte glycoprotein	6	29657002	29672372
ENSG00000204681	-0.894641327	2.71e-69	AC	Ex	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	6	29555629	29633976
ENSG00000204681	-0.724414096	4.77e-06	CN	In	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	6	29555629	29633976
ENSG00000204681	-0.980838726	5.78e-10	CB	In	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	6	29555629	29633976
ENSG00000205220	-1.21587342	3.34e-16	CN	Ast	PSMB10	proteasome subunit beta 10	16	67934506	67936864
ENSG00000205336	-0.799153312	0.002050156	AC	OD	ADGRG1	adhesion G protein-coupled receptor G1	16	57610652	57665580
ENSG00000205683	0.956109326	4.12e-10	CB	In	DPF3	double PHD fingers 3	14	72619296	72894116
ENSG00000206579	1.229244803	4.08e-78	AC	Ast	XKR4	XK related 4	8	55102028	55542054
ENSG00000206579	1.851181264	1.15e-32	CB	In	XKR4	XK related 4	8	55102028	55542054
ENSG00000211450	0.788483095	1.16e-64	CN	Ast	SELENOH	selenoprotein H	11	57741250	57743554
ENSG00000213047	0.747363701	6.14e-09	CN	OD	DENND1B	DENN domain containing 1B	1	197504748	197775696
ENSG00000213047	0.858223557	1.68e-92	CN	Ast	DENND1B	DENN domain containing 1B	1	197504748	197775696
ENSG00000213619	-0.775784047	5.61e-10	CN	Ast	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	11	47565336	47584562
ENSG00000213639	1.168626895	2.9e-131	AC	Ex	PPP1CB	protein phosphatase 1 catalytic subunit beta	2	28751640	28802940
ENSG00000213639	1.085257784	6.33e-60	AC	Ast	PPP1CB	protein phosphatase 1 catalytic subunit beta	2	28751640	28802940
ENSG00000213639	1.215522116	2.97e-21	CN	OD	PPP1CB	protein phosphatase 1 catalytic subunit beta	2	28751640	28802940
ENSG00000213639	1.182553167	1.23e-167	CN	Ast	PPP1CB	protein phosphatase 1 catalytic subunit beta	2	28751640	28802940
ENSG00000213719	-1.922066625	0.001954377	CN	MG	CLIC1	chloride intracellular channel 1	6	31730581	31739763
ENSG00000213741	1.055304913	2.59e-25	AC	OD	RPS29	ribosomal protein S29	14	49570984	49599164
ENSG00000213741	1.053877338	2.09e-48	CN	In	RPS29	ribosomal protein S29	14	49570984	49599164
ENSG00000213741	0.781045663	0.035413473	CN	OPC	RPS29	ribosomal protein S29	14	49570984	49599164
ENSG00000213760	0.765213835	2.82e-40	AC	Ex	ATP6V1G2	ATPase H+ transporting V1 subunit G2	6	31544462	31548427
ENSG00000213920	-0.843695525	1.31e-27	AC	Ex	MDP1	magnesium dependent phosphatase 1	14	24213943	24216070
ENSG00000214595	0.840612802	8.05e-104	AC	Ex	EML6	EMAP like 6	2	54723499	54972025
ENSG00000215041	-0.695648011	6.09e-19	AC	Ex	NEURL4	neuralized E3 ubiquitin protein ligase 4	17	7315628	7329393
ENSG00000216490	-2.85733382	1.1e-10	CN	MG	IFI30	IFI30 lysosomal thiol reductase	19	18173162	18178117
ENSG00000219200	-0.894432877	7.31e-30	AC	Ex	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-1.509637927	2.07e-78	AC	Ast	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-2.209574028	9.11e-21	CN	OD	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-1.741127475	9.17e-38	CN	Ast	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-2.206315427	0.000191623	CN	MG	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-1.461524024	5.37e-23	CB	In	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000219200	-1.889623464	0.003384865	CB	OD	RNASEK	ribonuclease K	17	7012417	7014532
ENSG00000220205	-0.796063958	8.74e-12	CN	Neu	VAMP2	vesicle associated membrane protein 2	17	8159149	8163546
ENSG00000221932	1.991093473	1.74e-103	CN	In	HEPN1	hepatocellular carcinoma, down-regulated 1	11	124919244	124920677
ENSG00000221932	2.751243192	6.29e-41	CB	Ast	HEPN1	hepatocellular carcinoma, down-regulated 1	11	124919244	124920677
ENSG00000221932	1.955371652	5.97e-15	CB	OD	HEPN1	hepatocellular carcinoma, down-regulated 1	11	124919244	124920677
ENSG00000221983	-1.00324135	1.99e-09	CN	Ast	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	19	18571730	18577550
ENSG00000221983	-1.113597304	1.86e-215	CB	Neu	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	19	18571730	18577550
ENSG00000223865	-1.956374944	1.91e-11	AC	MG	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	6	33075990	33089696
ENSG00000224877	0.854980865	1.81e-15	CN	OD	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8	17	81239305	81241310
ENSG00000224877	0.871878495	2.61e-101	CN	Ast	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8	17	81239305	81241310
ENSG00000227051	0.941994204	4.44e-130	AC	Ex	C14orf132	chromosome 14 open reading frame 132	14	96039324	96093889
ENSG00000228474	1.700512641	0.002020716	AC	MG	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	2	27070472	27071654
ENSG00000229415	0.95197907	7.92e-18	CN	OD	SFTA3		14	36473288	36513829
ENSG00000232112	1.231522675	1.31e-165	AC	Ex	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.474931919	6.43e-13	AC	In	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	2.302841128	1.68e-68	AC	OD	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.565411592	1.11e-07	AC	MG	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.241187505	2.83e-57	CN	Neu	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.338267822	1.2e-31	CN	OD	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.367606254	7.56e-199	CN	Ast	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.645248552	2.57e-84	CN	In	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.739781649	6.49e-09	CN	OPC	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.234340894	0	CB	Neu	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.044790472	7.79e-19	CB	In	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.543350325	9.27e-13	CB	Ast	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000232112	1.71254521	2.76e-12	CB	OD	TMA7	translation machinery associated 7 homolog	3	48440257	48444208
ENSG00000234906	-1.441598399	0.001164526	CN	MG	APOC2	apolipoprotein C2	19	44945971	44949566
ENSG00000235194	0.863285048	5e-132	AC	Ex	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	14	23295652	23302859
ENSG00000235194	0.923282971	3.11e-16	CN	OD	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	14	23295652	23302859
ENSG00000235194	0.959496275	7.63e-203	CN	Ast	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	14	23295652	23302859
ENSG00000237441	-0.898535016	4.98e-32	AC	Ex	RGL2	ral guanine nucleotide dissociation stimulator like 2	6	33291654	33298942
ENSG00000237441	-1.076945347	0.008625681	CN	OD	RGL2	ral guanine nucleotide dissociation stimulator like 2	6	33291654	33298942
ENSG00000237441	-0.821576052	6.49e-09	CN	Ast	RGL2	ral guanine nucleotide dissociation stimulator like 2	6	33291654	33298942
ENSG00000240583	0.927316653	8.64e-28	CN	In	AQP1	aquaporin 1 (Colton blood group)	7	30911694	30925517
ENSG00000240694	1.65176635	3.3e-281	AC	Ex	PNMA2	PNMA family member 2	8	26504701	26514092
ENSG00000240694	2.028515639	4.76e-228	AC	Ast	PNMA2	PNMA family member 2	8	26504701	26514092
ENSG00000240694	1.98780931	1.75e-63	CN	OD	PNMA2	PNMA family member 2	8	26504701	26514092
ENSG00000240694	1.354739817	0	CN	Ast	PNMA2	PNMA family member 2	8	26504701	26514092
ENSG00000240972	-1.163805785	1.82e-20	AC	Ex	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	-1.329300945	1.97e-57	AC	Ast	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	1.10648287	0.014023431	AC	MG	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	-1.03303534	0.003255485	CN	OD	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	-1.426958028	8e-16	CN	Ast	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	-0.752345912	0.000205885	CB	In	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000240972	-1.719406699	8.86e-06	CB	OD	MIF	macrophage migration inhibitory factor	22	23894383	23895227
ENSG00000241058	0.812212841	3.65e-71	AC	Ex	NSUN6	NOP2/Sun RNA methyltransferase 6	10	18545561	18659285
ENSG00000241343	1.64656905	0	AC	Ex	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	2.744651241	2.93e-68	AC	OD	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	3.531385921	4.63e-22	AC	MG	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	1.197182418	7.68e-27	CN	OD	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	1.979451426	0	CN	Ast	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	2.19007158	1.3e-116	CN	In	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	1.62834375	1.83e-06	CN	OPC	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	3.130621113	9.37e-11	CN	MG	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241343	1.551675335	5.06e-22	CB	In	RPL36A	ribosomal protein L36a	X	101390824	101396154
ENSG00000241360	-1.222533114	1.25e-52	AC	Ex	PDXP	pyridoxal phosphatase	22	37658723	37666932
ENSG00000241360	-1.178167452	1.52e-55	AC	Ast	PDXP	pyridoxal phosphatase	22	37658723	37666932
